PuzzleId,GameId,FEN,Moves,Rating
0pj5D,HpCccXbN/black#34,2r2rk1/p3bppp/1pQp4/3Npq2/1PP5/3nRN2/P4PPP/R1B3K1 b - - 0 17,c8c6 d5e7 g8h8 e7f5,798
0pj7T,NOMpASKR/black#34,r2qr1k1/ppp3p1/2n5/4p1P1/3pP3/4P3/PPP1Q1P1/2K2R1R b - - 0 17,d8g5 e2c4 e8e6 c4e6,1156
0pj8G,dUqv73ts#99,8/5k2/6Rp/2P4K/1P4P1/p7/8/5r2 w - - 12 50,g6a6 f1h1,894
0pjAx,sbxI5ti0#15,r1bqk2r/pppp2pp/2n2n2/4p3/N3P3/5N2/PPP2KPP/R1BQ1B1R w kq - 1 8,c1g5 f6e4 f2g1 e4g5,1457
0pjBT,ExhOZp67/black#52,r4r1k/2q2pbp/b3p2B/n1p4p/2P5/Pp1P1N1P/1P1Q1PP1/1R2R1K1 b - - 1 26,a8d8 h6g7 h8g7 d2g5 g7h8 g5f6,1591
0pjCU,wlwLO63h#37,3q4/p2r1pkp/1pnrbnp1/2p1p1Q1/4P2N/2P3NP/PP2BPP1/R4RK1 w - - 4 19,a1d1 d6d1 f1d1 d7d1,540
0pjK3,ZxhLgWOe#65,4r3/4kpQ1/4p1p1/p2nP1N1/Pp6/1P5P/5qPK/2R5 w - - 1 33,h2h1 f2f4 g7f7 f4f7 g5f7 e7f7,2087
0pjMO,Oz3dpx8F#95,3R4/3P2pk/3q3p/8/4r3/5Q1P/6PK/8 w - - 1 48,g2g3 d6d2 f3g2 e4e2 d8h8 h7g6 g2e2 d2e2,2054
0pjRp,DLkxKc6M/black#32,r3k3/1bqp1pp1/pbnQp1p1/1p2P1Br/8/1NP2N1P/PP3PP1/R3K2R b KQq - 6 16,c6e5 d6e7,1352
0pjUg,NR4Mwp5M#35,r6r/p2Nkppp/4p3/8/3b4/3B2P1/Pq3PP1/R2QK2R w KQ - 0 18,a1b1 b2f2,1382
0pjUk,sYq46qPc/black#28,1r2k2r/p1pb1pp1/2pp1bqp/4P3/2PN4/2N2Q2/PP3PPP/1R3RK1 b k - 0 14,f6e5 d4c6 d7c6 f3c6,1663
0pjXD,sxPINuCs/black#32,r4b1r/pp3Npp/1qp1nn2/4Q2k/6b1/8/PPP2PPP/RNB2RK1 b - - 14 16,h5g6 f7h8,1348
0pjc0,wqxxMcvk/black#58,2r3k1/3Q1p2/6p1/1p1B4/8/6P1/1bq2P1P/5RK1 b - - 3 29,c2f5 d5f7 f5f7 d7c8,1343
0pjd5,3VsTULvA#47,r3q1k1/5p1p/p2p1bp1/1p1P4/nPpN1P2/P1B5/2Q3PP/R1N3K1 w - - 1 24,c1e2 e8e3 g1f1 a4c3 c2c3 e3c3 e2c3 f6d4,2173
0pjdz,dBLc2F2U/black#38,1r1k3r/5R1p/8/4p1p1/3p4/1PbP2P1/4PP1P/2Q2KNq b - - 3 19,b8b3 c1g5 d8c8 g5f5 c8b8 f5e5 b8a8 e5h8 b3b8 f7f8 b8f8 h8f8,1958
0pjjY,5c4JmEr1/black#52,2r2rk1/4bp1p/p3q1pB/2p1PR2/3p2Q1/P6P/1P4P1/5R1K b - - 3 26,g8h8 h6f8 c8f8 f5f7 e6f7 f1f7,2118
0pjkW,XZlCUFif#101,8/5k1p/2p2P1P/3pK3/1P6/8/8/8 w - - 1 51,e5d4 f7f6 d4c5 f6e6 c5c6 d5d4 b4b5 d4d3 b5b6 d3d2,2037
0pjo1,dRjgGxeJ/black#38,r2qk3/pp2bpp1/4p3/2ppPn2/3P1Q2/5N2/PPP2P2/1K1R1B1r b q - 0 19,c5d4 f1b5 e8f8 d1h1,1352
0pjsW,4yb7QYW9#33,3r1rk1/ppq1bppp/5n2/3p1P2/8/2N2B2/PP3PPP/R2Q1RK1 w - - 0 17,c3d5 f6d5 f3d5 c7c5,2157
0pjsX,p5ye7vc2/black#64,7r/1Q3pp1/4p1kp/7P/4NbP1/Pn5q/1P3P2/5RK1 b - - 0 32,g6h7 e4f6 g7f6 b7f7,1430
0pjtk,scEinQ8T/black#114,6R1/8/5K2/r4p1k/5P2/8/8/8 b - - 18 57,h5h6 g8h8,1138
0pjvo,3YS5w85y#63,3r2k1/pR5R/6p1/5p2/5n2/7P/PPP3P1/2K5 w - - 1 32,b7a7 f4e2 c1b1 d8d1,1154
0pjzC,RV4zqAib/black#50,5rk1/1b3Rp1/pq2p2p/3nP2Q/1p2N3/P3b3/1P4PP/5R1K b - - 0 25,f8f7 h5f7 g8h7 e4f6 d5f6 e5f6,1672
0pjzH,8EMtplTz#53,Bk1r3r/p1p5/8/4pP2/1q3bP1/3P1Q2/PPP1K1P1/R3R3 w - - 3 27,b2b3 b4d2 e2f1 h8h1,1076
0pk19,3mMc8AbB#77,2R1N3/p2r3k/Pp2pp1p/1P1n4/3P4/1r4PP/5P2/2R3K1 w - - 0 39,c1c7 d7c7 e8c7 b3c3 c7d5 c3c8,2211
0pk4W,bNHL6Aln#63,5bk1/2q4R/p5p1/1p1pP1N1/2r2P2/P5Q1/1P6/1KrR4 w - - 1 32,d1c1 c4c1 b1a2 c7c4 g3b3 c1a1 a2a1 c4b3,1145
0pk7b,hJOpJYke/black#54,3r1Q1k/ppp3pp/4r2q/8/2N1P3/1P5P/P1P3PK/4RR2 b - - 2 27,d8f8 f1f8,543
0pk7k,STtn0O8i/black#94,3k4/5p2/1P4p1/4K2p/p2NPP1P/2r3P1/8/8 b - - 0 47,a4a3 b6b7 d8c7 d4b5 c7b7 b5c3,1526
0pk95,OTgvF9YZ#97,8/1k5p/8/1pp2KP1/5B1P/p7/8/8 w - - 0 49,g5g6 h7g6 f5g6 b5b4,2103
0pkCu,2tiX4Xua/black#36,r2Q1k1r/p3nppp/8/8/1q6/8/P1P2PPP/3R1KNR b - - 2 18,a8d8 d1d8,721
0pkFi,WtNjSK91/black#94,6r1/7k/3q4/2b1p2p/1p1p1p2/1P1P1P1Q/3R2r1/3KR3 b - - 4 47,d6a6 h3h5 a6h6 h5h6 h7h6 e1h1,1972
0pkGu,cVfSJXo5#95,1k6/8/p3r3/7R/1P3PK1/P3p1P1/7P/8 w - - 0 48,h5e5 e6e5 f4e5 e3e2,1259
0pkHT,IAyz8bqK/black#50,3r1rk1/p2q1pp1/1p2pnp1/4Q3/P1R5/4P2P/1B3PP1/2R3K1 b - - 3 25,f6d5 e5g7,570
0pkJr,eAksMY1e#55,1k5r/1Bp5/p2b4/4q1pp/P7/4PQ1P/1P4P1/3R2K1 w - - 1 28,b7a8 e5h2 g1f2 h8f8 f3f8 d6f8,1721
0pkNJ,nyvHPb77/black#118,8/2b1B3/2P5/1p3k2/1P1K2p1/8/8/8 b - - 1 59,f5f4 d4d5 g4g3 d5e6 g3g2 e7c5 c7e5 e6d7,2658
0pkR0,3oi7wHOO#49,3rr1k1/p4qbp/2R5/3N1pp1/8/1Q6/PP3PPP/3R2K1 w - - 1 25,c6c7 f7d5 b3d5 d8d5,1826
0pkR7,qlu29NFE/black#168,R7/8/8/8/8/5K2/8/5kr1 b - - 67 84,g1h1 a8a1,801
0pkXu,3DyhTyh1#23,r3kb1r/pp1b1ppp/2n1p3/1Bp3q1/8/2BP1Q2/PPP2PPP/R3K1NR w KQkq - 6 12,c3d2 g5e5 g1e2 e5b2,2055
0pkYF,vytYWUcC/black#58,5rk1/q4rpp/p2p4/1p6/5pRP/1PQ2P2/1PP5/6RK b - - 0 29,a7c7 g4g7 f7g7 c3c7 g7g1 h1g1,1672
0pkZv,twHsHeka#91,6R1/2p1k3/8/1P5P/3nbP2/8/P1pK4/8 w - - 2 46,g8g1 d4f3 d2e3 f3g1,839
0pkcJ,tHNjrGsr#51,1r4k1/p1pnBp1p/2p3p1/P7/8/2b5/R3RPPP/6K1 w - - 4 26,e2c2 b8b1 c2c1 b1c1,509
0pkdd,b10iW1Hm/black#40,r1bq2k1/p2p3p/2p1n1pP/1p2Pr2/1n1P2N1/2N5/PPPQ1P2/2KR2R1 b - - 1 20,e6g5 g4f6 f5f6 e5f6,1336
0pkis,sy7e1jPd#61,5r1k/6pp/3b1n2/1p5r/3P1Pq1/1Q1BP3/1B1K1P2/R6R w - - 3 31,d3e2 f6e4 d2d3 e4f2 d3d2 f2e4,1881
0pkiw,pkbIRqP2/black#46,2rr2k1/pQ6/1p1q3p/3Npp2/1P1nP3/P5P1/5P1P/R4RK1 b - - 1 23,f5e4 d5e7 g8h8 e7c8,1187
0pkmB,Se6lqjjK/black#60,3rr3/2p2p1k/p6p/2b5/1p2p2P/1P2P3/P1Pq1PQ1/1R3KR1 b - - 1 30,e8g8 g2e4 f7f5 e4f5,1094
0pkmH,l1zqZg4V#81,8/1p4k1/p1p1P2p/2P3nR/1P1KN1r1/6P1/1P6/8 w - - 1 41,h5h4 g5f3 d4d3 f3h4,1635
0pkqt,NLTDjG7E/black#94,8/2p5/2p5/1p1k4/1P1P4/2PK4/8/8 b - - 0 47,c6c5 b4c5 c7c6 d3c2 d5c4 c2c1 b5b4 c3b4 c4d4 c1b2,2580
0pkrG,ib9FBzHs/black#54,1r3rk1/5Rpp/8/p1p1pQP1/4P2P/1B6/1KP2P2/4q3 b - - 0 27,c5c4 f7f8 b8f8 b3c4 g8h8 f5f8,1258
0pks4,1gCmLJfE/black#80,3Q4/8/1P3pkp/1q2p3/2b5/6N1/5PPP/r4NK1 b - - 5 40,c4f1 d8g8,1163
0pksS,O8QUBHbW#69,6k1/ppp2rp1/5pQ1/7P/P4R2/3Pr3/1PPq2P1/5R1K w - - 1 35,f4f6 f7f6 f1f6 d2e1 h1h2 e1h4,1793
0pktS,PkrsGVao#57,8/Q6p/1p2q1pk/5r2/8/8/PP4PP/5R1K w - - 1 29,a7a6 b6b5 a6b5 f5b5,1851
0pkwZ,4CzNQ1fV/black#42,b3r1nr/P1kn1p1p/Q1p1p1p1/1p1PP3/1b1P1P2/1q1BB1N1/5RPP/R5K1 b - - 0 21,b3d5 a1b1 d7c5 d4c5,2815
0pl03,G1VM4Khp/black#44,r3r1k1/pp3pb1/1np3p1/4PqR1/3Q1B2/2N5/PPP5/2K4R b - - 3 22,g7e5 f4e5 f5g5 e5f4 e8e1 h1e1,1951
0pl0V,e4RL8m2x/black#88,8/5B2/p2k4/Ppp1pb2/1P4p1/2P1K1P1/8/8 b - - 1 44,f5e6 b4c5 d6d7 f7e6 d7e6 e3e4,2357
0pl4T,9OmXnAM0#87,8/8/p2kb3/1p2p1pp/1P3p2/P1PBKP1P/6P1/8 w - - 0 44,e3e4 e6g8 e4f5 g8h7 f5f6 h7d3,2186
0pl5v,T7pRGlCG/black#124,8/8/7p/6p1/1P4k1/K3Q1P1/7q/8 b - - 0 62,h2g3 e3g3 g4g3 b4b5 g5g4 b5b6,642
0pl5z,h6dto0aq#61,r7/pp2rpk1/5N2/3R2Pp/8/5n2/PPP5/1K5R w - - 0 31,h1h5 e7e1 d5d1 e1d1,865
0pl8v,VFFnwkGu/black#26,r2qk2r/1b2bpp1/p2ppn1p/np2P3/7B/1BN2N2/PPPQ1PPP/R3K2R b KQkq - 0 13,b7f3 e5f6 e7f6 h4f6 d8f6 g2f3,1635
0plDx,fPcEYJO3#35,3rk2r/5ppp/p4b2/2pp1b2/8/2N1PN2/PP3PPP/R2R2K1 w k - 0 18,c3d5 f6b2 d5c7 e8e7,1792
0plFu,KTyUyq0P/black#30,2kr3r/ppp2p1p/1qn1pp2/2b4b/3P4/P1B1QN1P/1PP1BPP1/R3K2R b KQ - 0 15,c5d4 f3d4 c6d4 c3d4 d8d4 e2h5,1957
0plJq,6q7RZxsL#83,1r4k1/1P3pp1/3q3p/p2b4/B2p1P1P/P2R2K1/5QP1/8 w - - 2 42,f2d4 d6g6 g3f2 g6g2,1048
0plPP,8srLjDtZ#57,3r2k1/3q1pp1/1n5p/p3p2r/Pb1p1B2/1B1P1P1P/1P2NQK1/R2R4 w - - 0 29,f4g3 d7h3 g2g1 h3h1,1031
0plRh,LgH6soxK/black#64,1r6/5pkp/1q4p1/1p6/4Q3/1R4PP/6P1/7K b - - 0 32,b6f2 e4e5 f2f6 e5b8,1063
0plUr,ZcgYpOge/black#52,1k1r3r/pb3pp1/1p2p3/P2qP3/1b6/4BN2/4QPPP/RR4K1 b - - 1 26,b6a5 e3a7 b8a7 b1b4,2351
0plVI,FGxRkXJo/black#64,7k/1bq2p2/p4B1p/5p2/1P4Q1/7P/1bP3P1/4R1K1 b - - 1 32,b2f6 e1e8 h8h7 g4g8,951
0plVd,2bAbFF4r/black#58,8/pb3k1p/1pn3p1/2p2pP1/2N5/1P1Pp3/P1P3BP/6K1 b - - 1 29,f5f4 g2c6 b7c6 c4e5 f7e6 e5c6,1963
0plZy,ljSqsGnF#35,2k1r2r/ppp1q1b1/3p3p/3P4/2P1n1P1/7P/PP2Q1B1/1RB2RK1 w - - 0 18,f1e1 g7d4 c1e3 e4g3,1682
0plb0,Jby7Z7ZM#113,8/8/p7/8/1P1p1p2/2k5/1NP2K2/8 w - - 3 57,b2a4 c3c2 a4c5 d4d3 f2f3 d3d2,1865
0plcv,a1Ht9vFW#37,r3k1r1/p1qnbpB1/2N1p2p/2Pp1b2/Q7/7P/P2N1PP1/2R2RK1 w q - 1 19,g7h6 f5h3 h6f4 g8g2 g1h1 g2g4,2305
0pldB,Dgi6bP3B#103,8/6B1/7p/6p1/5pP1/1k1r1P2/2p2K2/2R5 w - - 0 52,g7h6 d3d5 h6f8 d5d1 f8a3 b3c3 f2e2 d1d2,2764
0plgD,vQbBe8bV/black#120,8/8/5n1P/6K1/5B2/3p4/2k5/8 b - - 4 60,f6h7 g5g6 d3d2 f4d2,1156
0plhG,F7clgcFq/black#46,2b1Nbnr/p3p1pp/3p2k1/Q4p2/6P1/3BB3/P3KP1P/7q b - - 1 23,h1g2 d3f5 g6f7 f5c8 g2e4 e8c7,2512
0plps,4L9Wr2Cp#45,1rr3k1/p1B4p/1nB3p1/5pP1/1b6/6NP/bP3P2/2KR2R1 w - - 1 23,c7b8 c8c6,1044
0plql,vrS9zmHL/black#54,8/pp4bk/2p1B1pp/6q1/2P3n1/6P1/PP2P2P/5Q1K b - - 0 27,g7e5 f1f7 e5g7 f7g8,957
0plsj,AY4HRUbF#61,q6k/6pp/1p6/pP4r1/P1Qp4/7P/3R1PP1/6K1 w - - 5 31,d2d4 a8g2,744
0plte,xlFzMh79/black#44,r2qr1kQ/pp6/1n1p2p1/8/2b5/2N2N2/PP3PP1/2K4R b - - 3 22,g8f7 h1h7 f7e6 f3d4,1921
0pluo,WDXJpK9t#75,6k1/6b1/4N2p/q3PQpP/p7/Pp1P4/1P1K4/8 w - - 5 38,d2e2 a5e5 f5e5 g7e5 d3d4 e5d6,2275
0plwK,bNEX5ulp#51,6k1/p5pp/1pp5/3pB3/2PPn3/1P1Q3P/P4qP1/6K1 w - - 1 26,g1h2 e4d2 c4d5 d2f1 d3f1 f2f1,1834
0plyF,Dk7AIRiB#33,r4rk1/2pnqpp1/B1b1p2p/2Pp4/3Pn3/P1N1PN2/5PPP/2RQ1RK1 w - - 1 17,a6b5 e4c3 c1c3 c6b5,1357
0plzz,OfeUZjg9#47,4q2r/p5pk/7p/3QN2b/2pP4/2N5/Pr3PPP/4RK2 w - - 6 24,e5c4 b2f2 f1f2 h8f8,2080
0pm3g,Z34DHVBy#73,8/8/1pbkppp1/p6p/2BP1P2/1PK3P1/P6P/8 w - - 0 37,c3d3 b6b5 d3c3 b5c4,1450
0pm50,OAwGkRzE/black#22,r1bq1rk1/pp1nnp1p/1bpp3Q/8/2BPP3/2N2N2/PP3PPP/R3K2R b KQ - 0 11,e7g6 f3g5 d8g5 h6g5,1284
0pm8x,8Z0pihXW#75,4r1k1/p2q2pr/5p2/2p5/5Q1B/2P2B1P/PP4RK/8 w - - 4 38,h4f6 d7h3 h2g1 h3h1 g1f2 h1e1,1940
0pmAe,X8KBAc8b/black#52,1r3r1k/2p3p1/1pb3Pp/p2pqP2/4P3/3PQ2R/PPP4P/1R4K1 b - - 0 26,d5e4 h3h6 h8g8 h6h8 g8h8 e3h3 h8g8 h3h7,1557
0pmD8,f09aKbr1/black#52,3rr1k1/1p6/2p1b2p/3pPp2/p1p2q2/P1Q1R2P/1P4B1/5RK1 b - - 1 26,d5d4 e3g3 g8h7 c3e1 f4g3 e1g3,2147
0pmDA,hlHWdgqX/black#88,6r1/1r1R4/2k5/P1p2p1p/2P1nB1P/6P1/5PK1/1R6 b - - 4 44,b7d7 b1b6,731
0pmDk,tdPiWOrk/black#26,r1b1k1r1/pp1np2R/3p2p1/q1pP1pB1/2P1n3/2P1QN2/P3PPP1/R3KB2 b Qq - 5 13,e4g5 e3e7,1095
0pmFL,FuL82cyp/black#64,2kr4/1q3p2/2p1p1p1/1p6/5Q1p/1P5P/1PP2PPK/R7 b - - 0 32,b7c7 a1a8 c8d7 a8a7 c7a7 f4f7 d7c8 f7a7,1977
0pmIy,tqpRMv4S/black#42,r1b3k1/1pp3p1/p3p2p/4n1q1/P1PQ4/1PN4B/6PP/5RK1 b - - 3 21,c8d7 c3e4 e5c6 d4d7,1700
0pmJV,pgM0DRnu/black#50,4rrk1/pp4pp/1qpp4/4n1N1/2P3P1/1P2p2P/1PQ3K1/4RR2 b - - 7 25,f8f1 c2h7 g8f8 e1f1 f8e7 h7g7 e7d8 f1f8,2101
0pmKF,3fb5k34G#51,2R2rk1/p2P1ppp/1p2p3/2bq4/5P2/4P1P1/7P/2Q2RK1 w - - 3 26,f1d1 c5e3 c1e3 d5d1 g1f2 d1d7,1247
0pmKp,MkAM4q6d#65,4k3/7Q/4p1p1/1p1b1pP1/2pP4/2P4P/1PB2P2/q5K1 w - - 1 33,g1h2 a1h1 h2g3 h1f3 g3h4 f3f2,2063
0pmUd,Ymc0isUn#41,2kr4/Qp3pp1/7q/8/4pPn1/NP1P4/P2P2P1/R4R1K w - - 1 21,h1g1 h6h2,825
0pmUm,6ssCMmZV/black#40,Nn1k2r1/pp4q1/3R4/8/4P1pb/5P2/PPP1Q2P/5K2 b - - 0 20,b8d7 e2c4 g4f3 c4c7 d8e8 c7c8,1974
0pmUt,z0ZaqBcW#63,r5k1/6p1/p3p2p/4Bp1q/3Pr2b/2P1NR2/1P2Q2K/6R1 w - - 7 32,e2g2 h4g3 h2g3 h5h4,1982
0pmV3,ncEcXm3W#73,1r1r4/5R2/2k2Pp1/p1qNb1Pp/1p5P/1P6/P1P3Q1/K2R4 w - - 3 37,d5c3 c6b6 a1b1 c5c3,1679
0pmZ7,W0Mch6Pj/black#64,6r1/npk2p2/pNp5/P4P1P/1q1rpQp1/2R5/6P1/2K4R b - - 1 32,d4d6 b6d5 c7d7 d5b4,1517
0pmZB,Xp9xrjAT/black#26,rn3rk1/ppp2ppp/2q1p1b1/8/1b1P2Q1/2N5/PP1BBPPP/R4RK1 b - - 5 13,b8d7 d4d5 c6d6 c3b5,2349
0pmb7,tcHzySdC#93,4r3/4r3/p1Pp4/3P1bk1/1P3p1p/3B1PpP/2PB2P1/R4K2 w - - 3 47,a1a6 f5d3 c2d3 e7e2,1318
0pmbi,L6tveS5Z/black#138,8/5KP1/R7/1pk5/8/7r/8/8 b - - 2 69,h3f3 a6f6 f3g3 f6g6,1970
0pmdS,wGxyW8Gs#69,8/p6k/3b2qp/3P4/1p3Q2/2P3Pb/PP5P/4R1K1 w - - 4 35,f4h4 d6c5 g1h1 h3g4 h4g4 g6g4,2377
0pml4,YGRfd0kz/black#76,1r3r2/Rb6/1Q1k4/5p2/1PBP2pP/1Kn5/3q2n1/7R b - - 0 38,b7c6 b6c7,956
0pmlW,WwSg5mQH#31,r4rk1/2p2ppp/p1np4/1p2p3/4P1nb/2PP1NNq/PPB2P2/R1BQR1K1 w - - 4 16,f3h4 h3h2 g1f1 h2f2,1124
0pmlc,1PHdX2v5/black#64,6q1/1Q1R2bk/1p4pp/p4p2/8/2P2P2/bP4PP/K7 b - - 1 32,a5a4 d7g7 g8g7 b7g7 h7g7 a1a2,1147
0pmo2,9RWKIAEa/black#52,r5r1/pp3Npk/2p4R/4P2n/2q5/4Q3/PPP2P1P/1K4R1 b - - 2 26,g7h6 e3h6,954
0pmqx,oG5qdgy4#71,6k1/p6p/5p2/8/2K2n2/1N3R2/r5PP/8 w - - 0 36,f3f4 a2a4 c4c3 a4f4,1196
0pmtM,y3B5IUT2/black#42,1r3rk1/2pqnpp1/p2p3B/4p3/2PbN3/P2P2P1/R1Q1PP1P/5RK1 b - - 0 21,g7h6 e4f6 g8g7 f6d7,738
0pmuU,e7pY3sf4#83,8/2R5/5K2/5P2/8/P2k4/2p3r1/8 w - - 2 42,f6e7 g2g7 e7d6 g7c7,1508
0pmv5,JmlBFaen/black#24,r2qk1nr/1pb2ppp/p1n1p1b1/3p2N1/3P4/2NBBQ1P/PPP2PP1/R4RK1 b kq - 6 12,g6d3 f3f7,1062
0pn0H,hcUodwLf#39,2r2rk1/pp3p1p/3Q2p1/2RP4/3q4/8/P4PPP/R5K1 w - - 1 20,c5c8 d4a1 c8c1 a1c1,1186
0pn1Q,LBYKkGfR#75,8/k6p/p7/q1pQ1P2/2P2K2/1r6/5P1P/7R w - - 4 38,h1e1 a5e1 d5c5 b3b6 c5c7 b6b7,2471
0pn3G,rFKjMB01/black#66,5rk1/3q1r1p/3pn2P/2pNp1p1/P3P3/3PQpP1/5P1K/RR6 b - - 0 33,f7f6 d5f6 f8f6 b1b8 g8f7 a1b1 f6h6 h2g1 e6d4 b8b7,2130
0pn5F,ciZFvOK0#31,r2qk2r/p1p1bpRp/2p5/5P2/4Np2/3P3P/PPP3P1/R2Q2K1 w kq - 0 16,d1h5 d8d4 g1f1 d4g7 f5f6 e7f6,1467
0pnH7,Ht1nS0Ul#63,3rr3/1q4kp/p5p1/1pp2P2/2Ppp2R/6P1/PP1Q3P/4R1K1 w - - 1 32,f5g6 e4e3 e1e3 d4e3 d2c3 g7g6,1956
0pnHC,i67ZdWtO#55,3rr3/5p1k/p2q1p1p/1p5Q/7N/P1P5/4RPPP/R5K1 w - - 1 28,h4f5 d6d1 a1d1 d8d1 e2e1 d1e1,954
0pnHa,aaHXbU5h/black#42,r4k2/2q1bpp1/1n1pp1b1/1Bp5/4PBP1/3P1N2/1PP2PK1/R6Q b - - 0 21,a8a1 h1h8,961
0pnJ9,EO2ydfW6#75,6k1/R5pp/4np2/PN2p3/1r6/3K4/5PPP/8 w - - 0 38,b5d6 b4d4 d3c3 d4d6,1283
0pnSm,aWUkejwz/black#42,8/ppp2k2/2n2npp/2b5/2P5/3r1N1P/PB3PP1/4R1K1 b - - 0 21,c6d4 f3e5 f7f8 e5d3,1188
0pnXp,ssHviH90/black#30,1r1qk2r/p1p2p2/1pn1pbpp/6B1/3P1P2/P2Q4/1PP3BP/2KR3R b k - 0 15,f6g5 g2c6 e8f8 f4g5,1232
0pnY5,qJxp0zEX/black#38,r4rk1/1p3ppp/p2p4/2nNp3/2BnPqb1/8/PPPN1P2/2K3RR b - - 5 19,f4f2 d5e7 g8h8 h1h7 h8h7 g1h1 f2h4 h1h4 g4h5 h4h5,1453
0pncF,sQ1zsIq3#41,r4rk1/5pp1/p3p2p/2ppR2B/Pn6/8/1P2NPPP/2R3K1 w - - 2 21,c1c5 b4d3 e5d5 e6d5,1681
0pnfm,l8bcITTL#39,2kr2r1/1pp2pBp/p2b4/3q4/Q7/4PPP1/PP5P/R4RK1 w - - 1 20,g7d4 d6g3 h2g3 g8g3 g1f2 d5f3,1686
0pngO,zi6MGk1o#77,5k2/R7/p3B2p/1p4p1/2nbN3/5PP1/P1r1P2P/5K2 w - - 15 39,a7a6 c4e3 f1f2 c2c1 a6a8 f8e7,2310
0pngP,Qj363Cnb#65,6k1/pR4p1/7p/4N3/1P1r3P/2n5/r4PP1/5RK1 w - - 0 33,h4h5 c3e2 g1h1 d4h4,970
0pnls,J4PJ4U9w#43,4r3/p1p2p1p/1p3pk1/1N1P4/1PP1r3/P7/R2P1PPP/2R3K1 w - - 3 22,b5c7 e4e1 c1e1 e8e1,1006
0pnoX,kc2HPWeG#33,2kr2nr/4q1b1/pp2pp1p/2npP1pB/1B6/PN5P/1PP1QPP1/R3K2R w KQ - 0 17,e2a6 c5a6 b4e7 g8e7 e5f6 g7f6,1301
0pnuN,uVQTcy03#57,r3q1k1/4Bpbp/p2P4/8/2B5/7P/PrQ3PK/5R2 w - - 0 29,c2b2 g7b2 c4f7 e8f7,1512
0pnuZ,XL2fc37D/black#42,2r2rk1/1p3ppp/p1n5/3Q4/Pb2NN2/1P2BqPb/2P2P2/R2R2K1 b - - 5 21,c8d8 e4f6 g7f6 d5f3,1454
0pnv0,AbjZH2WT/black#20,r2q1rk1/ppp1bppp/2n2n2/8/2BP2b1/P1N2N2/1P3PPP/R1BQ1RK1 b - - 0 10,c6d4 d1d4 g4f3 d4d8 f8d8 g2f3,1468
0po0x,7nlgChro/black#82,1kr3R1/p1pp4/1p1bp3/1P6/8/5QR1/5PK1/1q6 b - - 11 41,d6g3 g8c8 b8c8 f3a8,1564
0po2p,87mDvS7q#97,5k2/p2Rb3/4P3/3P4/PP1K1P2/2P3pr/8/8 w - - 0 49,d5d6 e7f6 d4e3 g3g2 e3f2 h3g3 f2g3 g2g1q,2656
0po4U,z4hQOGBP#89,8/1p3pk1/3p4/p1pPp2p/2P1Pp1b/P4Pq1/1PB2N2/5KNR w - - 4 45,g1h3 g3f3 c2d1 f3e3,1954
0po4o,4Kv5s8mf#85,8/2P3p1/2r3kp/8/2n2B2/5P2/3pK2P/1R6 w - - 5 43,b1b8 c6e6 e2f2 d2d1q,1113
0po7D,NajzjpZF/black#18,r1b1kb1r/pp1n1ppp/1qn1p3/3pP3/3N4/2N1B1P1/PPP2P1P/1R1QKB1R b Kkq - 0 9,d7e5 d4c6 b6e3 f2e3,2041
0po8S,UGezA9Gx/black#60,r4r1k/6Rp/1q3p1Q/1pp2N2/2p5/2Pp1nP1/6KP/3R4 b - - 4 30,f3g5 g7h7 g5h7 h6g7,1826
0poEb,izXGW7i6#55,2r2r1k/1p4pp/p7/3p2P1/8/3R3Q/PPP1q1P1/1K1R4 w - - 9 28,d1c1 e2c2 c1c2 f8f1 d3d1 f1d1 c2c1 d1c1,1766
0poEo,pxmLQCwQ#111,8/8/6B1/8/2n5/2k5/3p4/3KB3 w - - 0 56,e1f2 c4b2 d1e2 d2d1q,922
0poGw,6igYTuxs#119,R7/P4p1k/4p3/4PpPp/8/6PK/r7/8 w - - 0 60,h3h4 a2h2,1228
0poJY,fGTfowry/black#84,8/3n1pk1/2B1b1p1/b2pP3/P2B1PP1/4PK2/8/8 b - - 4 42,a5c7 c6d7 e6d7 e5e6,1114
0poJs,9DUaeQ84#59,4r1k1/1p3pbp/pn6/3pqNPp/2r5/3R1Q2/PPP1N3/1K1R4 w - - 2 30,f5g7 e5e2 f3e2 e8e2,1639
0poKu,QhyobZlf/black#50,1r1r4/1b3pkp/p2p2p1/2nNqp2/1PPn4/5B2/P5PP/2RQNR1K b - - 0 25,c5e6 e1d3 d4f3 d3e5,1501
0poQ4,LPph9ICp#19,rnbqk2r/1p3ppp/p4b2/3p4/8/1NN5/PPP2PPP/R2QKB1R w KQkq - 0 10,d1d5 f6c3 b2c3 d8d5,1202
0poT5,4W6B0Y7Q/black#64,2q1r1k1/1p3ppp/3N2b1/p7/P4Q2/1BP4P/1P3PPK/8 b - - 0 32,c8b8 b3f7 g6f7 f4f7 g8h8 f7e8 b8e8 d6e8,1302
0poW3,idTeYmzK#47,r3r1k1/5ppp/nq3p2/p7/1bQp1B1P/1R3PP1/2P1NKB1/7R w - - 0 24,c4d4 e8e2 f2e2 b6d4,1497
